iter	Passed	Remaining
175	766	2717
176	771	2714
177	774	2707
178	778	2699
179	785	2705
180	789	2701
181	795	2701
182	802	2704
183	805	2695
184	810	2693
185	815	2693
186	820	2688
187	823	2682
188	830	2684
189	835	2682
190	840	2678
191	844	2673
192	849	2672
193	855	2673
194	860	2668
195	864	2665
196	869	2660
197	872	2652
198	875	2644
199	879	2637
200	882	2630
201	886	2625
202	890	2619
203	894	2612
204	897	2605
205	900	2597
206	904	2589
207	907	2582
208	911	2577
209	915	2571
210	920	2568
211	923	2562
212	930	2564
213	934	2559
214	938	2552
215	941	2545
216	947	2545
217	951	2539
218	955	2534
219	960	2530
220	965	2528
221	969	2523
222	973	2518
223	978	2515
224	981	2508
225	986	2504
226	989	2497
227	994	2496
228	999	2491
229	1004	2489
230	1009	2487
231	1013	2481
232	1016	2474
233	1020	2467
234	1023	2461
235	1026	2453
236	1029	2446
237	1033	2440
238	1037	2436
239	1042	2431
240	1047	2428
241	1051	2425
242	1091	2502
243	1097	2500
244	1106	2506
245	1113	2508
246	1118	2504
247	1132	2521
248	1135	2513
249	1144	2517
250	1149	2514
251	1154	2511
252	1159	2506
253	1163	2500
254	1167	2495
255	1173	2493
256	1178	2489
257	1182	2485
258	1190	2486
259	1194	2480
260	1199	2476
261	1205	2476
262	1209	2470
263	1213	2462
264	1216	2455
265	1224	2457
266	1228	2453
267	1235	2452
268	1239	2447
269	1244	2442
270	1247	2435
271	1256	2438
272	1260	2433
273	1264	2427
274	1271	2427
275	1275	2421
276	1279	2416
277	1283	2410
278	1289	2407
279	1293	2402
280	1296	2395
281	1300	2388
282	1303	2380
283	1307	2374
284	1310	2368
285	1316	2365
286	1320	2359
287	1325	2356
288	1329	2350
289	1336	2349
290	1340	2343
291	1343	2337
292	1349	2334
293	1355	2333
294	1360	2329
295	1365	2325
296	1369	2320
297	1373	2314
298	1378	2309
299	1382	2304
300	1386	2298
301	1391	2293
302	1396	2290
303	1400	2285
304	1404	2279
305	1407	2272
306	1410	2265
307	1413	2258
308	1416	2250
309	1419	2244
310	1423	2237
311	1426	2231
312	1430	2225
313	1435	2221
314	1439	2216
315	1444	2211
316	1449	2208
317	1453	2203
318	1457	2197
319	1462	2193
320	1466	2189
321	1471	2183
322	1474	2177
323	1478	2172
324	1482	2166
325	1485	2159
326	1489	2154
327	1493	2149
328	1498	2145
329	1503	2141
330	1508	2137
331	1512	2131
332	1516	2127
333	1522	2124
334	1528	2121
335	1535	2120
336	1539	2115
337	1544	2110
338	1548	2105
339	1552	2100
340	1558	2098
341	1564	2094
342	1569	2091
343	1575	2088
344	1579	2083
345	1583	2077
346	1589	2074
347	1593	2070
348	1596	2063
349	1599	2056
350	1602	2050
351	1605	2043
352	1609	2038
353	1612	2031
354	1615	2025
355	1618	2019
356	1622	2012
357	1625	2006
358	1628	2000
359	1631	1994
360	1634	1988
361	1638	1981
362	1641	1976
363	1644	1970
364	1647	1963
365	1653	1961
366	1658	1956
367	1662	1951
368	1665	1945
369	1671	1942
370	1675	1937
371	1679	1931
372	1682	1926
373	1689	1924
374	1693	1919
375	1697	1914
376	1703	1910
377	1706	1905
378	1710	1899
379	1714	1894
380	1719	1891
381	1724	1887
382	1728	1881
383	1734	1878
384	1738	1874
385	1742	1869
386	1747	1865
387	1752	1861
388	1755	1855
389	1758	1848
390	1761	1842
391	1768	1840
392	1772	1835
393	1776	1831
394	1785	1830
395	1788	1824
396	1792	1819
397	1798	1816
398	1801	1810
399	1806	1806
400	1811	1802
401	1818	1800
402	1823	1796
403	1827	1790
404	1832	1787
405	1836	1782
406	1839	1776
407	1843	1771
408	1847	1766
409	1851	1761
410	1855	1756
411	1863	1754
412	1869	1751
413	1873	1746
414	1878	1742
415	1883	1738
416	1887	1733
417	1891	1728
418	1898	1725
419	1902	1721
420	1907	1717
421	1913	1714
422	1917	1708
423	1921	1703
424	1927	1701
425	1932	1696
426	1936	1691
427	1940	1686
428	1946	1683
429	1950	1678
430	1954	1673
431	1959	1669
432	1966	1666
433	1970	1661
434	1973	1656
435	1979	1652
436	1984	1648
437	1988	1643
438	1994	1639
439	1997	1634
440	2001	1629
441	2004	1623
442	2008	1618
443	2011	1612
444	2014	1607
445	2017	1601
446	2020	1595
447	2024	1590
448	2027	1585
449	2031	1579
450	2034	1574
451	2040	1570
452	2046	1567
453	2051	1563
454	2058	1560
455	2062	1556
456	2067	1551
457	2074	1548
458	2079	1545
459	2083	1539
460	2088	1535
461	2092	1530
462	2096	1525
463	2100	1520
464	2103	1515
465	2106	1509
466	2109	1504
467	2112	1498
468	2116	1493
469	2120	1488
470	2123	1483
471	2127	1478
472	2132	1474
473	2139	1471
474	2143	1466
475	2148	1462
476	2154	1459
477	2158	1454
478	2161	1448
479	2165	1443
480	2168	1438
481	2171	1432
482	2175	1427
483	2178	1422
484	2183	1417
485	2187	1413
486	2192	1409
487	2197	1404
488	2202	1400
489	2207	1396
490	2210	1391
491	2214	1386
492	2219	1381
493	2222	1376
494	2227	1372
495	2231	1367
496	2236	1363
497	2239	1358
498	2243	1353
499	2248	1349
500	2252	1344
501	2257	1339
502	2263	1336
503	2271	1333
504	2274	1328
505	2279	1324
506	2287	1321
507	2291	1317
508	2295	1312
509	2300	1308
510	2304	1303
511	2309	1298
512	2314	1295
513	2319	1290
514	2322	1285
515	2327	1280
516	2335	1278
517	2340	1274
518	2345	1269
519	2348	1264
520	2351	1259
521	2356	1255
522	2362	1251
523	2367	1246
524	2371	1242
525	2378	1239
526	2383	1234
527	2388	1230
528	2396	1227
529	2400	1222
530	2403	1217
531	2406	1212
532	2411	1207
533	2414	1202
534	2418	1197
535	2422	1192
536	2426	1188
537	2431	1184
538	2436	1180
539	2443	1176
540	2448	1172
541	2453	1167
542	2457	1163
543	2461	1158
544	2467	1154
545	2470	1149
546	2474	1144
547	2478	1139
548	2482	1134
549	2486	1130
550	2490	1125
551	2494	1120
552	2497	1115
553	2501	1110
554	2504	1105
555	2508	1100
556	2511	1095
557	2515	1090
558	2518	1085
559	2522	1080
560	2525	1075
561	2528	1070
562	2530	1065
563	2533	1060
564	2537	1055
565	2541	1050
566	2544	1045
567	2548	1040
568	2551	1035
569	2555	1031
570	2559	1026
571	2561	1021
572	2564	1016
573	2568	1011
574	2573	1007
575	2576	1002
576	2579	997
577	2582	992
578	2586	987
579	2589	982
580	2592	977
581	2595	972
582	2597	966
583	2601	962
584	2604	957
585	2607	952
586	2610	947
587	2613	942
588	2615	937
589	2618	932
590	2621	927
591	2624	921
592	2626	916
593	2629	911
594	2632	907
595	2636	902
596	2639	897
597	2642	892
598	2645	887
599	2647	882
600	2651	877
601	2654	872
602	2656	867
603	2660	863
604	2663	858
605	2666	853
606	2670	849
607	2674	844
608	2678	840
609	2682	835
610	2685	830
611	2690	826
612	2693	821
613	2697	817
614	2700	812
615	2702	807
616	2705	802
617	2708	797
618	2711	792
619	2713	787
620	2716	783
621	2719	778
622	2722	773
623	2725	768
624	2727	763
625	2730	758
626	2733	754
627	2735	749
628	2738	744
629	2742	739
630	2746	735
631	2750	731
632	2753	726
633	2756	721
634	2759	717
635	2762	712
636	2766	707
637	2769	703
638	2774	698
639	2778	694
640	2782	690
641	2786	685
642	2790	681
643	2795	677
644	2799	672
645	2803	668
646	2807	663
647	2810	659
648	2814	654
649	2817	650
650	2821	645
651	2823	640
652	2825	636
653	2828	631
654	2831	626
655	2834	622
656	2837	617
657	2839	612
658	2842	608
659	2845	603
660	2847	598
661	2850	594
662	2853	589
663	2856	585
664	2859	580
665	2861	575
666	2865	571
667	2869	567
668	2873	562
669	2877	558
670	2879	553
671	2885	549
672	2888	545
673	2892	540
674	2896	536
675	2901	532
676	2904	527
677	2909	523
678	2912	518
679	2915	514
680	2919	510
681	2923	505
682	2927	501
683	2932	497
684	2938	493
685	2943	489
686	2948	484
687	2952	480
688	2955	476
689	2959	471
690	2963	467
691	2968	463
692	2972	458
693	2975	454
694	2979	450
695	2982	445
696	2985	441
697	2988	436
698	2991	432
699	2994	427
700	2997	423
701	3000	418
702	3003	414
703	3005	409
704	3007	405
705	3010	400
706	3013	396
707	3016	391
708	3019	387
709	3022	383
710	3025	378
711	3028	374
712	3031	369
713	3034	365
714	3038	361
715	3041	356
716	3043	352
717	3046	347
718	3050	343
719	3053	339
720	3056	334
721	3060	330
722	3063	326
723	3066	321
724	3068	317
725	3071	313
726	3074	308
727	3076	304
728	3079	299
729	3082	295
730	3086	291
731	3089	287
732	3092	282
733	3095	278
734	3098	274
735	3101	269
736	3104	265
737	3107	261
738	3111	256
739	3114	252
740	3118	248
741	3122	244
742	3125	239
743	3128	235
744	3131	231
745	3134	226
746	3138	222
747	3142	218
748	3145	214
749	3149	209
750	3152	205
751	3156	201
752	3160	197
753	3163	192
754	3166	188
755	3169	184
756	3173	180
757	3176	175
758	3178	171
759	3181	167
760	3184	163
761	3187	158
762	3190	154
763	3193	150
764	3195	146
765	3198	141
766	3201	137
767	3204	133
768	3207	129
769	3209	125
770	3212	120
771	3215	116
772	3218	112
773	3221	108
774	3223	103
775	3226	99
776	3228	95
777	3230	91
778	3234	87
779	3237	83
780	3239	78
781	3242	74
782	3245	70
783	3248	66
784	3251	62
785	3254	57
786	3257	53
787	3260	49
788	3263	45
789	3265	41
790	3268	37
791	3270	33
792	3273	28
793	3276	24
794	3279	20
795	3282	16
796	3285	12
797	3288	8
798	3291	4
799	3294	0
	0
288	0
